v1,date_elec,mtr_number,conload,imp,date_md,date,tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres,_merge,date2
5621,2021-10-21,USS 0009044,288,3.75,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5622,2021-10-21,USS 0009063,288,5.3699999,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5623,2021-10-21,USS 0009067,288,2.8800001,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5624,2021-10-21,USS 0009070,288,.89999998,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5625,2021-10-21,USS 0009072,288,2.8800001,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5626,2021-10-21,USS 0009073,288,3.8199999,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5627,2021-10-21,USS 0009074,288,2.9100001,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5628,2021-10-21,USS 0009075,288,2.48,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5629,2021-10-21,USS 0009076,288,2.3900001,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5630,2021-10-21,USS 0015695,288,1.87,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5631,2021-10-21,USS 0017113,96,1.47,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5632,2021-10-21,USS 0017137,384,0,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5633,2021-10-21,USS 0017138,288,0,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5634,2021-10-21,USS 0020686,96,1,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5635,2021-10-21,USS 0020707,384,15.44,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5636,2021-10-21,UST 0000712,624,11.35,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5637,2021-10-21,UST 0000713,624,8.8500004,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5638,2021-10-21,UST 0002019,624,11.53,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5639,2021-10-21,UST 0002020,624,13.06,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5640,2021-10-21,UST 0002021,NA,166.45,2021-10-21,21-10-2021,26.9,21,33.400002,,337,3.8,,1012.6,Matched (3),21oct2021
5641,2021-10-22,USS 0004903,192,4.9299998,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5642,2021-10-22,USS 0004927,192,3.46,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5643,2021-10-22,USS 0004949,192,3.4300001,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5644,2021-10-22,USS 0004966,192,1.33,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5645,2021-10-22,USS 0005019,288,3.3900001,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5646,2021-10-22,USS 0008953,288,0,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5647,2021-10-22,USS 0008983,288,4.54,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5648,2021-10-22,USS 0009044,288,3.98,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5649,2021-10-22,USS 0009063,288,2.97,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5650,2021-10-22,USS 0009067,288,2.8,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5651,2021-10-22,USS 0009070,288,1.05,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5652,2021-10-22,USS 0009072,288,2.8800001,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5653,2021-10-22,USS 0009073,288,3.79,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5654,2021-10-22,USS 0009074,288,2.9100001,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5655,2021-10-22,USS 0009075,288,2.4000001,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5656,2021-10-22,USS 0009076,288,2.4000001,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5657,2021-10-22,USS 0015695,288,1.75,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5658,2021-10-22,USS 0017113,96,1.65,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5659,2021-10-22,USS 0017137,384,0,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5660,2021-10-22,USS 0017138,288,4.3000002,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5661,2021-10-22,USS 0020686,96,1.04,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5662,2021-10-22,USS 0020707,384,14.63,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5663,2021-10-22,UST 0000712,624,11.33,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5664,2021-10-22,UST 0000713,624,9.0600004,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5665,2021-10-22,UST 0002019,624,11.53,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5666,2021-10-22,UST 0002020,624,13.04,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5667,2021-10-22,UST 0002021,NA,168.62,2021-10-22,22-10-2021,27,21.6,33.599998,,282,7.3000002,,1012.2,Matched (3),22oct2021
5668,2021-10-23,USS 0004903,192,4.4299998,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5669,2021-10-23,USS 0004927,192,3.9200001,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5670,2021-10-23,USS 0004949,192,2.6400001,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5671,2021-10-23,USS 0004966,192,1.6799999,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5672,2021-10-23,USS 0005019,288,1.02,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5673,2021-10-23,USS 0008953,288,0,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5674,2021-10-23,USS 0008983,288,4.75,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5675,2021-10-23,USS 0009044,288,3.99,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5676,2021-10-23,USS 0009063,288,2.3599999,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5677,2021-10-23,USS 0009067,288,2.6099999,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5678,2021-10-23,USS 0009070,288,.94999999,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5679,2021-10-23,USS 0009072,288,2.9000001,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5680,2021-10-23,USS 0009073,288,3.8399999,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5681,2021-10-23,USS 0009074,288,2.9400001,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5682,2021-10-23,USS 0009075,288,2.5599999,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5683,2021-10-23,USS 0009076,288,2.4100001,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5684,2021-10-23,USS 0015695,288,2.1199999,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5685,2021-10-23,USS 0017113,96,1.23,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5686,2021-10-23,USS 0017137,384,0,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5687,2021-10-23,USS 0017138,288,1.3200001,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5688,2021-10-23,USS 0020686,96,.93000001,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5689,2021-10-23,USS 0020707,384,13.95,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5690,2021-10-23,UST 0000712,624,11.3,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5691,2021-10-23,UST 0000713,624,9.1300001,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5692,2021-10-23,UST 0002019,624,11.25,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5693,2021-10-23,UST 0002020,624,12.68,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5694,2021-10-23,UST 0002021,NA,152.22,2021-10-23,23-10-2021,27,22,33.200001,,245,7.5999999,,1011.9,Matched (3),23oct2021
5695,2021-10-24,USS 0004903,192,3.45,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5696,2021-10-24,USS 0004927,192,4.04,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5697,2021-10-24,USS 0004949,192,2.1199999,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5698,2021-10-24,USS 0004966,192,1.55,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5699,2021-10-24,USS 0005019,288,2.4400001,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5700,2021-10-24,USS 0008953,288,0,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5701,2021-10-24,USS 0008983,288,4.6599998,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5702,2021-10-24,USS 0009044,288,3.4100001,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5703,2021-10-24,USS 0009063,288,2.78,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5704,2021-10-24,USS 0009067,288,1.98,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5705,2021-10-24,USS 0009070,288,1.01,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5706,2021-10-24,USS 0009072,288,2.9300001,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5707,2021-10-24,USS 0009073,288,3.8699999,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5708,2021-10-24,USS 0009074,288,2.98,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5709,2021-10-24,USS 0009075,288,2.5899999,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5710,2021-10-24,USS 0009076,288,2.4300001,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5711,2021-10-24,USS 0015695,288,3.0899999,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5712,2021-10-24,USS 0017113,96,.75999999,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5713,2021-10-24,USS 0017137,384,0,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5714,2021-10-24,USS 0017138,288,2.23,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5715,2021-10-24,USS 0020686,96,.97000003,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5716,2021-10-24,USS 0020707,384,14.57,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5717,2021-10-24,UST 0000712,624,10.5,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5718,2021-10-24,UST 0000713,624,8.6000004,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5719,2021-10-24,UST 0002019,624,10.39,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5720,2021-10-24,UST 0002020,624,11,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5721,2021-10-24,UST 0002021,NA,162.23,2021-10-24,24-10-2021,27.799999,24,33,,240,6,,1012.3,Matched (3),24oct2021
5722,2021-10-25,USS 0004903,190,4.6100001,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5723,2021-10-25,USS 0004927,192,3.49,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5724,2021-10-25,USS 0004949,188,2.9100001,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5725,2021-10-25,USS 0004966,188,1.55,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5726,2021-10-25,USS 0005019,285,1.13,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5727,2021-10-25,USS 0008953,288,0,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5728,2021-10-25,USS 0008983,285,4.8600001,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5729,2021-10-25,USS 0009044,288,3.28,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5730,2021-10-25,USS 0009063,285,2.7,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5731,2021-10-25,USS 0009067,285,2.5,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5732,2021-10-25,USS 0009070,282,1.15,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5733,2021-10-25,USS 0009072,288,2.6900001,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5734,2021-10-25,USS 0009073,288,3.8099999,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5735,2021-10-25,USS 0009074,288,2.95,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5736,2021-10-25,USS 0009075,285,2.47,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5737,2021-10-25,USS 0009076,288,2.4200001,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5738,2021-10-25,USS 0015695,285,2.0999999,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5739,2021-10-25,USS 0017113,95,1.4400001,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5740,2021-10-25,USS 0017137,384,0,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5741,2021-10-25,USS 0017138,288,2.8900001,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5742,2021-10-25,USS 0020686,96,1.23,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5743,2021-10-25,USS 0020707,384,14.27,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5744,2021-10-25,UST 0000712,624,11.19,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5745,2021-10-25,UST 0000713,624,8.9799995,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5746,2021-10-25,UST 0002019,624,10.79,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5747,2021-10-25,UST 0002020,624,11.76,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5748,2021-10-25,UST 0002021,NA,183.77,2021-10-25,25-10-2021,27,22,33,,4,2.3,,1012.4,Matched (3),25oct2021
5749,2021-10-26,USS 0004903,192,4.52,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5750,2021-10-26,USS 0004927,192,5.9099998,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5751,2021-10-26,USS 0004949,192,2.6099999,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5752,2021-10-26,USS 0004966,192,1.29,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5753,2021-10-26,USS 0005019,288,1.1799999,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5754,2021-10-26,USS 0008953,288,0,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5755,2021-10-26,USS 0008983,288,4.4699998,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5756,2021-10-26,USS 0009044,288,3.8599999,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5757,2021-10-26,USS 0009063,288,2.9200001,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5758,2021-10-26,USS 0009067,288,2.77,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5759,2021-10-26,USS 0009070,288,1.0599999,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5760,2021-10-26,USS 0009072,288,2.51,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5761,2021-10-26,USS 0009073,288,3.8499999,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5762,2021-10-26,USS 0009074,288,2.9100001,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5763,2021-10-26,USS 0009075,288,2.6900001,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5764,2021-10-26,USS 0009076,288,2.6400001,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5765,2021-10-26,USS 0015695,288,2.1099999,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5766,2021-10-26,USS 0017113,96,1.42,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5767,2021-10-26,USS 0017137,384,0,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5768,2021-10-26,USS 0017138,288,.19,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5769,2021-10-26,USS 0020686,96,1.02,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5770,2021-10-26,USS 0020707,384,14.79,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5771,2021-10-26,UST 0000712,624,11.36,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5772,2021-10-26,UST 0000713,624,9.0699997,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5773,2021-10-26,UST 0002019,624,10.91,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5774,2021-10-26,UST 0002020,624,11.73,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5775,2021-10-26,UST 0002021,NA,144.07001,2021-10-26,26-10-2021,26.9,21,34,,22,4.6999998,,1011.5,Matched (3),26oct2021
5776,2021-10-27,USS 0004903,192,4.48,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5777,2021-10-27,USS 0004927,192,4.52,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5778,2021-10-27,USS 0004949,192,3.8,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5779,2021-10-27,USS 0004966,192,1.49,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5780,2021-10-27,USS 0005019,288,1.47,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5781,2021-10-27,USS 0008953,288,0,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5782,2021-10-27,USS 0008983,288,4.7399998,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5783,2021-10-27,USS 0009044,288,3.6199999,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5784,2021-10-27,USS 0009063,288,3.1300001,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5785,2021-10-27,USS 0009067,288,2.3099999,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5786,2021-10-27,USS 0009070,288,1.11,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5787,2021-10-27,USS 0009072,288,2.6900001,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5788,2021-10-27,USS 0009073,288,3.79,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5789,2021-10-27,USS 0009074,288,2.9000001,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5790,2021-10-27,USS 0009075,288,2.47,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5791,2021-10-27,USS 0009076,288,2.4100001,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5792,2021-10-27,USS 0015695,288,1.88,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5793,2021-10-27,USS 0017113,96,1.4299999,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5794,2021-10-27,USS 0017137,384,0,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5795,2021-10-27,USS 0017138,288,1.25,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5796,2021-10-27,USS 0020686,96,1.05,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5797,2021-10-27,USS 0020707,384,13.93,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5798,2021-10-27,UST 0000712,624,11.17,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5799,2021-10-27,UST 0000713,624,9.0900002,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5800,2021-10-27,UST 0002019,624,10.76,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5801,2021-10-27,UST 0002020,624,11.58,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5802,2021-10-27,UST 0002021,NA,163.5,2021-10-27,27-10-2021,26.799999,21,34,,35,7.5999999,,1012.8,Matched (3),27oct2021
5803,2021-10-28,USS 0004903,192,4.4099998,2021-10-28,28-10-2021,26.4,20.200001,34.400002,,68,7.8000002,,1013.8,Matched (3),28oct2021
5804,2021-10-28,USS 0004927,192,4.0500002,2021-10-28,28-10-2021,26.4,20.200001,34.400002,,68,7.8000002,,1013.8,Matched (3),28oct2021
5805,2021-10-28,USS 0004949,192,3.1400001,2021-10-28,28-10-2021,26.4,20.200001,34.400002,,68,7.8000002,,1013.8,Matched (3),28oct2021
5806,2021-10-28,USS 0004966,192,1.12,2021-10-28,28-10-2021,26.4,20.200001,34.400002,,68,7.8000002,,1013.8,Matched (3),28oct2021
5807,2021-10-28,USS 0005019,288,1.9400001,2021-10-28,28-10-2021,26.4,20.200001,34.400002,,68,7.8000002,,1013.8,Matched (3),28oct2021
5808,2021-10-28,USS 0008953,288,0,2021-10-28,28-10-2021,26.4,20.200001,34.400002,,68,7.8000002,,1013.8,Matched (3),28oct2021
5809,2021-10-28,USS 0008983,288,4.2800002,2021-10-28,28-10-2021,26.4,20.200001,34.400002,,68,7.8000002,,1013.8,Matched (3),28oct2021
5810,2021-10-28,USS 0009044,288,3.4300001,2021-10-28,28-10-2021,26.4,20.200001,34.400002,,68,7.8000002,,1013.8,Matched (3),28oct2021
5811,2021-10-28,USS 0009063,288,3.6099999,2021-10-28,28-10-2021,26.4,20.200001,34.400002,,68,7.8000002,,1013.8,Matched (3),28oct2021
