v1,date_elec,mtr_number,conload,imp,date_md,date,tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres,_merge
4222,2021-08-30,USS 0009073,288,2.3199999,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4223,2021-08-30,USS 0009074,288,2.3800001,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4224,2021-08-30,USS 0009075,288,2.3199999,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4225,2021-08-30,USS 0009076,288,1.88,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4226,2021-08-30,USS 0015695,288,1.47,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4227,2021-08-30,USS 0017113,96,.039999999,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4228,2021-08-30,USS 0017137,384,0,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4229,2021-08-30,USS 0017138,288,1.23,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4230,2021-08-30,USS 0020686,96,.86000001,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4231,2021-08-30,USS 0020707,384,17.23,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4232,2021-08-30,UST 0000712,624,9.6300001,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4233,2021-08-30,UST 0000713,624,8.5699997,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4234,2021-08-30,UST 0002019,624,8.3500004,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4235,2021-08-30,UST 0002020,624,8.6499996,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4236,2021-08-30,UST 0002021,NA,152.32001,2021-08-30,30-08-2021,29,25.4,34.099998,,331,7.9000001,,1003.5,Matched (3)
4237,2021-08-31,USS 0004903,192,3.6500001,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4238,2021-08-31,USS 0004927,192,4.48,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4239,2021-08-31,USS 0004949,192,4.23,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4240,2021-08-31,USS 0004966,192,3.1900001,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4241,2021-08-31,USS 0005019,288,4.1900001,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4242,2021-08-31,USS 0008953,288,5.1399999,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4243,2021-08-31,USS 0008983,288,5.9499998,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4244,2021-08-31,USS 0009044,288,3.6800001,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4245,2021-08-31,USS 0009063,288,3.46,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4246,2021-08-31,USS 0009067,288,2.1500001,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4247,2021-08-31,USS 0009070,288,1.08,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4248,2021-08-31,USS 0009072,288,2.27,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4249,2021-08-31,USS 0009073,288,2.29,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4250,2021-08-31,USS 0009074,288,2.46,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4251,2021-08-31,USS 0009075,288,2.3299999,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4252,2021-08-31,USS 0009076,288,1.87,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4253,2021-08-31,USS 0015695,288,1.52,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4254,2021-08-31,USS 0017113,96,1.63,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4255,2021-08-31,USS 0017137,384,0,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4256,2021-08-31,USS 0017138,288,4.5100002,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4257,2021-08-31,USS 0020686,96,.77999997,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4258,2021-08-31,USS 0020707,384,16,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4259,2021-08-31,UST 0000712,624,10.13,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4260,2021-08-31,UST 0000713,624,9.04,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4261,2021-08-31,UST 0002019,624,8.6499996,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4262,2021-08-31,UST 0002020,624,12.38,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4263,2021-08-31,UST 0002021,NA,176.96001,2021-08-31,31-08-2021,27.5,25,31,,339,6.6999998,,1003.5,Matched (3)
4264,2021-09-01,USS 0004903,192,4.1599998,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4265,2021-09-01,USS 0004927,192,4.1300001,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4266,2021-09-01,USS 0004949,192,4.52,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4267,2021-09-01,USS 0004966,192,3.0699999,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4268,2021-09-01,USS 0005019,288,1.9,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4269,2021-09-01,USS 0008953,288,3.8599999,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4270,2021-09-01,USS 0008983,288,5.8000002,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4271,2021-09-01,USS 0009044,288,4.4200001,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4272,2021-09-01,USS 0009063,288,4.4000001,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4273,2021-09-01,USS 0009067,288,2.2,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4274,2021-09-01,USS 0009070,288,2.8900001,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4275,2021-09-01,USS 0009072,288,2.24,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4276,2021-09-01,USS 0009073,288,1.8,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4277,2021-09-01,USS 0009074,288,2.4000001,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4278,2021-09-01,USS 0009075,288,2.3,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4279,2021-09-01,USS 0009076,288,1.85,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4280,2021-09-01,USS 0015695,288,1.8200001,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4281,2021-09-01,USS 0017113,96,1.7,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4282,2021-09-01,USS 0017137,384,0,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4283,2021-09-01,USS 0017138,288,3,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4284,2021-09-01,USS 0020686,96,.87,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4285,2021-09-01,USS 0020707,384,14.73,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4286,2021-09-01,UST 0000712,624,11.12,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4287,2021-09-01,UST 0000713,624,9.1499996,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4288,2021-09-01,UST 0002019,624,8.8900003,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4289,2021-09-01,UST 0002020,624,9.1999998,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4290,2021-09-01,UST 0002021,NA,178.24001,2021-09-01,01-09-2021,28.5,26,34,,59,6.0999999,,1002.8,Matched (3)
4291,2021-09-02,USS 0004903,192,4.8299999,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4292,2021-09-02,USS 0004927,192,4.1500001,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4293,2021-09-02,USS 0004949,192,4.21,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4294,2021-09-02,USS 0004966,192,2.6700001,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4295,2021-09-02,USS 0005019,288,1.62,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4296,2021-09-02,USS 0008953,288,4.3600001,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4297,2021-09-02,USS 0008983,288,6.0300002,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4298,2021-09-02,USS 0009044,288,4.21,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4299,2021-09-02,USS 0009063,288,2.8099999,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4300,2021-09-02,USS 0009067,288,2.5,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4301,2021-09-02,USS 0009070,288,1.0599999,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4302,2021-09-02,USS 0009072,288,2.21,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4303,2021-09-02,USS 0009073,288,1.78,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4304,2021-09-02,USS 0009074,288,2.3599999,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4305,2021-09-02,USS 0009075,288,2.29,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4306,2021-09-02,USS 0009076,288,1.87,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4307,2021-09-02,USS 0015695,288,1.54,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4308,2021-09-02,USS 0017113,96,1.92,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4309,2021-09-02,USS 0017137,384,0,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4310,2021-09-02,USS 0017138,288,3.48,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4311,2021-09-02,USS 0020686,96,1.04,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4312,2021-09-02,USS 0020707,384,14.1,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4313,2021-09-02,UST 0000712,624,10.26,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4314,2021-09-02,UST 0000713,624,9.1499996,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4315,2021-09-02,UST 0002019,624,8.6700001,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4316,2021-09-02,UST 0002020,624,9.1899996,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4317,2021-09-02,UST 0002021,NA,192.92,2021-09-02,02-09-2021,27.299999,25.5,31,20.1,159,7.5999999,,1002.6,Matched (3)
4318,2021-09-03,USS 0004903,192,4.8000002,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4319,2021-09-03,USS 0004927,192,3.6500001,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4320,2021-09-03,USS 0004949,192,4.6999998,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4321,2021-09-03,USS 0004966,192,2.8199999,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4322,2021-09-03,USS 0005019,288,1.66,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4323,2021-09-03,USS 0008953,288,5.1900001,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4324,2021-09-03,USS 0008983,288,5.5100002,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4325,2021-09-03,USS 0009044,288,4.4200001,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4326,2021-09-03,USS 0009063,288,2.46,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4327,2021-09-03,USS 0009067,288,2.78,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4328,2021-09-03,USS 0009070,288,1.37,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4329,2021-09-03,USS 0009072,288,2.27,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4330,2021-09-03,USS 0009073,288,1.83,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4331,2021-09-03,USS 0009074,288,2.3399999,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4332,2021-09-03,USS 0009075,288,2.3399999,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4333,2021-09-03,USS 0009076,288,1.87,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4334,2021-09-03,USS 0015695,288,1.67,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4335,2021-09-03,USS 0017113,96,1.55,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4336,2021-09-03,USS 0017137,384,0,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4337,2021-09-03,USS 0017138,288,3.0599999,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4338,2021-09-03,USS 0020686,96,.93000001,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4339,2021-09-03,USS 0020707,384,14.84,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4340,2021-09-03,UST 0000712,624,10.2,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4341,2021-09-03,UST 0000713,624,9.1700001,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4342,2021-09-03,UST 0002019,624,8.8500004,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4343,2021-09-03,UST 0002020,624,9.1199999,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4344,2021-09-03,UST 0002021,NA,196.11,2021-09-03,03-09-2021,28.200001,25.4,32.599998,5.0999999,169,10.6,,1002.5,Matched (3)
4345,2021-09-04,USS 0004903,192,4.6900001,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4346,2021-09-04,USS 0004927,192,3.8199999,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4347,2021-09-04,USS 0004949,192,4.5799999,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4348,2021-09-04,USS 0004966,192,2.6099999,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4349,2021-09-04,USS 0005019,288,1.5599999,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4350,2021-09-04,USS 0008953,288,5.3099999,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4351,2021-09-04,USS 0008983,288,6.9400001,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4352,2021-09-04,USS 0009044,288,3.8499999,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4353,2021-09-04,USS 0009063,288,2.4200001,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4354,2021-09-04,USS 0009067,288,2.28,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4355,2021-09-04,USS 0009070,288,1.41,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4356,2021-09-04,USS 0009072,288,2.2,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4357,2021-09-04,USS 0009073,288,1.78,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4358,2021-09-04,USS 0009074,288,2.3099999,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4359,2021-09-04,USS 0009075,288,2.3,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4360,2021-09-04,USS 0009076,288,1.86,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4361,2021-09-04,USS 0015695,288,1.62,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4362,2021-09-04,USS 0017113,96,1.75,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4363,2021-09-04,USS 0017137,384,0,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4364,2021-09-04,USS 0017138,288,2.6199999,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4365,2021-09-04,USS 0020686,96,.81999999,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4366,2021-09-04,USS 0020707,384,15.34,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4367,2021-09-04,UST 0000712,624,10.26,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4368,2021-09-04,UST 0000713,624,9.1899996,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4369,2021-09-04,UST 0002019,624,8.9099998,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4370,2021-09-04,UST 0002020,624,9.1400003,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4371,2021-09-04,UST 0002021,NA,138.44,2021-09-04,04-09-2021,29.299999,25.799999,34,.5,203,10,,1003.1,Matched (3)
4372,2021-09-05,USS 0004903,192,4.7199998,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4373,2021-09-05,USS 0004927,192,4.52,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4374,2021-09-05,USS 0004949,192,5.46,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4375,2021-09-05,USS 0004966,192,2.96,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4376,2021-09-05,USS 0005019,288,4.0700002,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4377,2021-09-05,USS 0008953,288,4.3400002,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4378,2021-09-05,USS 0008983,288,4.4899998,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4379,2021-09-05,USS 0009044,288,4.0100002,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4380,2021-09-05,USS 0009063,288,3.04,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4381,2021-09-05,USS 0009067,288,1.8200001,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4382,2021-09-05,USS 0009070,288,.61000001,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4383,2021-09-05,USS 0009072,288,2.1800001,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4384,2021-09-05,USS 0009073,288,1.79,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4385,2021-09-05,USS 0009074,288,2.3099999,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4386,2021-09-05,USS 0009075,288,2.3099999,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4387,2021-09-05,USS 0009076,288,1.86,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4388,2021-09-05,USS 0015695,288,1.8200001,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4389,2021-09-05,USS 0017113,96,.029999999,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4390,2021-09-05,USS 0017137,384,0,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4391,2021-09-05,USS 0017138,288,1.36,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4392,2021-09-05,USS 0020686,96,.81999999,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4393,2021-09-05,USS 0020707,384,16.02,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4394,2021-09-05,UST 0000712,624,10.34,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4395,2021-09-05,UST 0000713,624,9.1800003,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4396,2021-09-05,UST 0002019,624,8.8100004,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4397,2021-09-05,UST 0002020,624,9.2299995,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4398,2021-09-05,UST 0002021,NA,171.96001,2021-09-05,05-09-2021,29.200001,25.700001,33,.5,251,8.6999998,,1003.3,Matched (3)
4399,2021-09-06,USS 0004903,192,5.23,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4400,2021-09-06,USS 0004927,192,4.4499998,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4401,2021-09-06,USS 0004949,192,5.3800001,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4402,2021-09-06,USS 0004966,192,3.2,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4403,2021-09-06,USS 0005019,288,4.0799999,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4404,2021-09-06,USS 0008953,288,4.5900002,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4405,2021-09-06,USS 0008983,288,5.8600001,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4406,2021-09-06,USS 0009044,288,3.45,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4407,2021-09-06,USS 0009063,288,3.8800001,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4408,2021-09-06,USS 0009067,288,2.9000001,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4409,2021-09-06,USS 0009070,288,1.66,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4410,2021-09-06,USS 0009072,288,2.1700001,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4411,2021-09-06,USS 0009073,288,1.77,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4412,2021-09-06,USS 0009074,288,2.3,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4413,2021-09-06,USS 0009075,288,2.3,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4414,2021-09-06,USS 0009076,288,1.85,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4415,2021-09-06,USS 0015695,288,1.66,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
4416,2021-09-06,USS 0017113,96,1.41,2021-09-06,06-09-2021,29.9,27,36,0,301,6.6999998,,1003.6,Matched (3)
